Quan,Khoang_cach_TT_km,Dien_tich_m2,Mat_tien_m,So_tang,So_phong_ngu,So_phong_tam,Do_rong_duong_m,Loai_duong,O_to_vao,Co_Gara,Co_San_thuong,Gan_Metro_Bus,Mat_do_dan_cu,An_ninh,Gan_nghia_trang_bai_rac,Tinh_trang_ngap,Noi_that,Tinh_trang_Dien_Nuoc,Tuoi_nha_nam,Gia_ban_ty
Tây Hồ,6.48,37,4.7,6,5,4,5.2,Đường nhựa,1,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,28,12.72
Bắc Từ Liêm,15.88,72,6.2,7,1,1,4.8,Đường bê tông,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,1,9.45
Hai Bà Trưng,4.65,84,7.0,4,5,5,10.7,Đường bê tông,1,1,1,1,Thấp,Tốt,1,Không ngập,Full cao cấp,Tốt,17,20.71
Cầu Giấy,6.96,32,6.2,1,2,3,3.4,Đường bê tông,0,0,0,0,Thấp,Tốt,0,Không ngập,Full cao cấp,Hay hỏng,26,7.03
Hoàn Kiếm,0.56,35,3.6,5,1,2,1.8,Đường bê tông,0,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,5,18.04
Hoàng Mai,6.64,76,5.6,1,1,1,4.4,Đường bê tông,1,1,0,0,Thấp,Rất tốt (VIP),0,Ngập nhẹ,Nhà trống,Tốt,18,16.22
Hoàn Kiếm,1.59,85,3.6,1,2,2,6.8,Đường nhựa,1,0,0,1,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,10,47.46
Bắc Từ Liêm,10.72,73,8.9,5,4,2,2.0,Đường bê tông,0,0,1,0,Trung bình,Rất tốt (VIP),0,Ngập nhẹ,Nhà trống,Hay hỏng,25,7.56
Nam Từ Liêm,14.45,68,4.5,8,11,1,2.3,Đường bê tông,0,0,1,0,Cao,Bình thường,1,Không ngập,Đồ gỗ xịn,Tốt,0,4.94
Nam Từ Liêm,10.54,71,5.5,7,9,2,8.0,Đường đất,1,1,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,1,14.82
Cầu Giấy,6.42,41,5.2,8,15,3,7.0,Đường bê tông,1,0,1,0,Thấp,Rất tốt (VIP),0,Ngập nhẹ,Full cao cấp,Tốt,30,13.4
Hai Bà Trưng,4.54,57,6.0,7,9,4,9.8,Đường nhựa,1,1,1,0,Trung bình,Tốt,1,Không ngập,Đồ gỗ xịn,Tốt,27,11.41
Hoàng Mai,5.42,27,9.9,7,1,1,3.8,Đường đất,0,0,1,1,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,8,3.68
Bắc Từ Liêm,14.37,87,5.6,4,2,3,3.2,Đường bê tông,0,0,1,0,Thấp,Bình thường,1,Không ngập,Nhà trống,Tốt,30,5.46
Thanh Xuân,6.65,77,5.7,5,8,6,5.5,Đường nhựa,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,11,18.29
Đống Đa,5.57,118,6.2,8,9,2,11.9,Đường đất,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Đồ gỗ xịn,Hay hỏng,22,29.77
Long Biên,7.79,39,6.2,8,11,11,5.6,Đường nhựa,1,0,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Hay hỏng,25,6.97
Cầu Giấy,8.07,52,9.5,7,10,5,11.9,Đường nhựa,1,1,1,0,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Hay hỏng,12,14.49
Nam Từ Liêm,11.53,73,4.0,1,1,2,10.9,Đường nhựa,1,0,0,0,Trung bình,Tốt,0,Không ngập,Nhà trống,Tốt,21,11.83
Nam Từ Liêm,10.94,80,7.1,4,2,3,3.3,Đường bê tông,0,0,1,1,Thấp,Bình thường,0,Không ngập,Nhà trống,Tốt,24,10.07
Đống Đa,5.86,44,9.4,1,2,3,4.6,Đường nhựa,1,0,0,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,26,11.45
Hai Bà Trưng,3.27,35,9.9,1,2,3,2.5,Đường bê tông,0,0,0,0,Trung bình,Bình thường,0,Không ngập,Nhà trống,Tốt,20,7.57
Hà Đông,18.06,64,9.4,2,2,3,6.1,Đường bê tông,1,1,0,0,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,8,10.27
Tây Hồ,6.38,89,4.0,6,6,4,7.1,Đường bê tông,1,0,1,0,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,10,31.91
Ba Đình,4.76,78,5.3,5,6,3,1.9,Đường bê tông,0,0,1,1,Thấp,Tốt,1,Ngập nhẹ,Đồ gỗ xịn,Tốt,22,13.9
Ba Đình,2.31,33,8.9,4,1,2,9.0,Đường nhựa,1,0,1,1,Cao,Tốt,0,Ngập nhẹ,Full cao cấp,Hay hỏng,22,15.17
Cầu Giấy,7.26,47,7.1,6,1,1,5.2,Đường bê tông,1,1,1,1,Trung bình,Kém (Hay mất trộm),0,Ngập nhẹ,Cơ bản,Tốt,15,16.54
Tây Hồ,6.65,67,8.9,1,2,3,10.1,Đường nhựa,1,1,0,0,Cao,Tốt,0,Không ngập,Cơ bản,Tốt,21,25.28
Hai Bà Trưng,4.87,87,9.9,1,2,2,5.4,Đường bê tông,1,1,0,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,20,30.55
Cầu Giấy,6.97,151,3.5,1,1,1,7.9,Đường đất,1,0,0,1,Cao,Bình thường,0,Không ngập,Nhà trống,Tốt,18,42.59
Tây Hồ,4.59,38,3.1,5,8,9,2.1,Đường bê tông,0,0,1,1,Cao,Kém (Hay mất trộm),0,Ngập sâu,Đồ gỗ xịn,Tốt,9,10.2
Nam Từ Liêm,15.72,89,7.4,7,3,4,9.2,Đường bê tông,1,1,1,0,Cao,Rất tốt (VIP),0,Ngập nhẹ,Cơ bản,Tốt,8,15.63
Hà Đông,19.09,90,8.9,1,2,3,5.3,Đường nhựa,1,1,0,1,Cao,Rất tốt (VIP),0,Ngập sâu,Cơ bản,Tốt,4,11.32
Hai Bà Trưng,4.27,85,9.2,2,4,2,10.9,Đường đất,1,1,0,1,Trung bình,Bình thường,0,Ngập sâu,Đồ gỗ xịn,Tốt,22,21.6
Nam Từ Liêm,15.94,56,6.8,8,13,14,9.6,Đường đất,1,1,1,0,Cao,Tốt,0,Không ngập,Nhà trống,Tốt,2,7.98
Hoàng Mai,7.93,88,6.7,5,5,2,10.7,Đường đất,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Full cao cấp,Hay hỏng,27,15.67
Đống Đa,4.88,45,9.4,1,1,2,3.9,Đường bê tông,0,0,0,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,2,9.52
Hai Bà Trưng,3.01,102,4.3,1,2,1,1.7,Đường bê tông,0,0,0,0,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,10,25.54
Nam Từ Liêm,13.74,99,7.2,8,6,3,4.8,Đường nhựa,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,30,15.79
Thanh Xuân,6.6,67,9.6,6,12,9,5.7,Đường nhựa,1,1,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,15,24.14
Tây Hồ,7.43,92,7.0,1,2,2,1.8,Đường bê tông,0,0,0,1,Cao,Tốt,0,Không ngập,Cơ bản,Hay hỏng,27,26.33
Bắc Từ Liêm,12.29,79,3.1,5,7,6,5.9,Đường nhựa,1,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Hay hỏng,25,9.32
Tây Hồ,7.58,80,9.9,5,3,2,8.1,Đường đất,1,1,1,1,Thấp,Rất tốt (VIP),0,Ngập nhẹ,Cơ bản,Tốt,4,36.39
Nam Từ Liêm,15.3,25,6.8,2,3,2,10.8,Đường bê tông,1,0,0,1,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,16,4.07
Thanh Xuân,9.38,100,9.3,1,1,2,10.4,Đường nhựa,1,1,0,1,Cao,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,4,25.7
Ba Đình,3.13,25,4.6,6,10,11,10.2,Đường nhựa,1,0,1,1,Trung bình,Tốt,0,Ngập nhẹ,Cơ bản,Tốt,26,10.82
Tây Hồ,5.25,31,9.8,5,4,3,2.8,Đường bê tông,0,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,25,8.12
Nam Từ Liêm,10.57,85,3.4,5,8,2,2.6,Đường bê tông,0,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,10,9.95
Cầu Giấy,7.63,32,4.5,4,3,2,9.0,Đường nhựa,1,0,1,1,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,13,10.0
Hà Đông,16.86,28,5.1,2,2,3,6.1,Đường bê tông,1,0,0,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,24,3.69
Hai Bà Trưng,3.6,71,3.1,1,1,2,2.2,Đường bê tông,0,0,0,0,Thấp,Tốt,0,Ngập sâu,Nhà trống,Tốt,15,11.92
Long Biên,14.83,86,3.3,7,10,3,2.1,Đường bê tông,0,0,1,0,Cao,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,7,11.03
Tây Hồ,6.71,104,6.1,3,6,7,9.9,Đường đất,1,1,1,0,Trung bình,Kém (Hay mất trộm),0,Ngập nhẹ,Cơ bản,Tốt,13,35.28
Hà Đông,19.56,60,8.0,4,6,7,11.5,Đường đất,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,1,5.97
Cầu Giấy,7.64,142,9.8,2,4,5,1.8,Đường bê tông,0,0,0,0,Trung bình,Tốt,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,28,27.69
Tây Hồ,4.21,86,9.4,1,2,3,11.8,Đường đất,1,1,0,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Hay hỏng,14,35.95
Thanh Xuân,8.55,62,8.8,6,1,1,9.4,Đường nhựa,1,1,1,0,Trung bình,Tốt,1,Không ngập,Đồ gỗ xịn,Tốt,25,10.33
Long Biên,7.81,73,7.0,7,12,3,5.3,Đường đất,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Hay hỏng,21,12.55
Thanh Xuân,7.13,65,3.3,4,2,1,4.6,Đường đất,1,0,1,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,18,13.3
Thanh Xuân,8.21,45,6.3,7,11,10,5.0,Đường bê tông,1,0,1,1,Trung bình,Tốt,0,Không ngập,Nhà trống,Tốt,12,10.1
Hai Bà Trưng,3.14,25,6.6,6,3,4,10.4,Đường đất,1,0,1,1,Thấp,Tốt,0,Không ngập,Nhà trống,Hay hỏng,26,6.52
Thanh Xuân,7.61,160,8.1,8,16,16,5.9,Đường bê tông,1,1,1,0,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,2,34.42
Tây Hồ,4.23,52,6.0,5,1,1,6.3,Đường đất,1,1,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,6,25.65
Cầu Giấy,8.54,75,5.2,6,5,1,5.3,Đường bê tông,1,1,1,0,Thấp,Rất tốt (VIP),0,Ngập nhẹ,Đồ gỗ xịn,Tốt,4,21.75
Tây Hồ,4.59,129,3.5,7,2,3,9.6,Đường nhựa,1,0,1,1,Trung bình,Kém (Hay mất trộm),0,Ngập nhẹ,Nhà trống,Hay hỏng,24,55.45
Hà Đông,18.92,63,4.5,4,7,4,3.7,Đường đất,0,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,2,5.8
Cầu Giấy,6.36,60,9.0,5,10,2,5.0,Đường đất,1,1,1,0,Cao,Bình thường,0,Ngập nhẹ,Cơ bản,Tốt,12,15.89
Ba Đình,3.12,103,4.0,3,5,5,4.6,Đường đất,1,0,1,1,Thấp,Kém (Hay mất trộm),0,Ngập sâu,Đồ gỗ xịn,Tốt,25,27.77
Long Biên,9.11,30,8.3,1,1,1,6.5,Đường bê tông,1,0,0,0,Cao,Bình thường,0,Ngập nhẹ,Cơ bản,Tốt,14,4.58
Bắc Từ Liêm,15.88,76,9.4,8,3,2,9.6,Đường nhựa,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,17,10.32
Nam Từ Liêm,14.97,51,5.2,8,1,1,3.1,Đường bê tông,0,0,1,0,Trung bình,Tốt,0,Ngập sâu,Full cao cấp,Tốt,11,5.03
Hoàng Mai,8.58,101,6.3,5,3,2,2.1,Đường bê tông,0,0,1,0,Cao,Kém (Hay mất trộm),1,Không ngập,Đồ gỗ xịn,Tốt,24,8.79
Hai Bà Trưng,2.55,85,3.4,1,2,1,8.3,Đường bê tông,1,0,0,0,Cao,Tốt,0,Không ngập,Nhà trống,Tốt,11,26.1
Ba Đình,2.81,65,5.0,3,5,5,6.8,Đường bê tông,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,30,31.26
Hoàn Kiếm,0.6,40,5.1,7,13,1,8.1,Đường bê tông,1,0,1,0,Trung bình,Tốt,0,Ngập nhẹ,Cơ bản,Tốt,9,20.57
Nam Từ Liêm,10.42,49,3.7,1,2,1,11.1,Đường bê tông,1,0,0,0,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Hay hỏng,12,8.12
Hoàn Kiếm,1.49,76,9.7,5,6,1,3.2,Đường bê tông,0,0,1,0,Thấp,Tốt,1,Không ngập,Full cao cấp,Tốt,16,22.13
Bắc Từ Liêm,13.76,108,8.3,1,1,1,11.0,Đường nhựa,1,1,0,0,Thấp,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,18,17.25
Tây Hồ,4.45,65,3.1,4,4,4,8.1,Đường đất,1,0,1,1,Cao,Tốt,0,Ngập nhẹ,Full cao cấp,Tốt,2,28.66
Hoàng Mai,11.11,81,3.1,4,1,2,4.7,Đường nhựa,1,0,1,1,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,0,13.4
Bắc Từ Liêm,16.09,126,7.5,7,13,7,11.3,Đường đất,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Hay hỏng,11,12.66
Nam Từ Liêm,10.54,25,6.0,5,6,2,2.2,Đường bê tông,0,0,1,0,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,12,2.79
Long Biên,5.29,62,6.3,5,3,2,11.2,Đường bê tông,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,8,12.36
Tây Hồ,6.29,68,6.4,8,15,16,6.9,Đường đất,1,1,1,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,7,29.86
Hai Bà Trưng,4.49,25,9.6,3,2,3,7.9,Đường bê tông,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Hay hỏng,18,6.58
Hai Bà Trưng,3.93,77,3.1,7,5,6,4.8,Đường đất,1,0,1,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,8,19.06
Nam Từ Liêm,13.41,25,10.0,4,2,2,4.9,Đường bê tông,1,0,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,27,4.52
Hoàng Mai,5.25,25,9.8,6,10,11,9.6,Đường bê tông,1,0,1,0,Cao,Tốt,0,Không ngập,Nhà trống,Tốt,26,4.44
Long Biên,13.88,54,3.4,7,11,11,6.1,Đường nhựa,1,0,1,1,Trung bình,Bình thường,0,Không ngập,Cơ bản,Tốt,22,9.01
Tây Hồ,5.92,38,6.0,1,2,2,2.7,Đường bê tông,0,0,0,1,Thấp,Tốt,0,Không ngập,Nhà trống,Tốt,24,13.09
Long Biên,5.64,79,3.3,2,4,3,4.5,Đường bê tông,1,0,0,0,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Hay hỏng,29,15.53
Thanh Xuân,9.84,91,6.9,1,2,3,11.6,Đường nhựa,1,1,0,1,Trung bình,Rất tốt (VIP),1,Không ngập,Full cao cấp,Tốt,10,19.71
Nam Từ Liêm,11.67,65,5.0,4,7,8,11.9,Đường đất,1,1,1,1,Cao,Tốt,0,Không ngập,Cơ bản,Tốt,11,10.69
Tây Hồ,7.96,25,4.7,7,2,1,4.4,Đường bê tông,1,0,1,0,Cao,Bình thường,0,Không ngập,Cơ bản,Tốt,20,8.43
Long Biên,14.5,83,6.2,1,2,3,3.6,Đường nhựa,0,0,0,0,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Hay hỏng,27,10.27
Tây Hồ,4.81,87,5.3,3,3,1,7.2,Đường bê tông,1,1,1,1,Thấp,Tốt,1,Ngập sâu,Cơ bản,Tốt,23,21.6
Hai Bà Trưng,4.29,86,4.4,3,6,3,4.2,Đường đất,1,0,1,1,Trung bình,Rất tốt (VIP),0,Ngập nhẹ,Nhà trống,Tốt,4,26.26
Cầu Giấy,7.44,36,6.9,2,3,1,2.8,Đường bê tông,0,0,0,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Hay hỏng,15,8.01
Hoàng Mai,11.33,125,5.2,8,13,8,8.2,Đường bê tông,1,1,1,1,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,30,23.6
Thanh Xuân,9.79,59,6.2,2,3,4,9.6,Đường đất,1,1,0,0,Thấp,Tốt,0,Không ngập,Cơ bản,Tốt,20,11.13
Hà Đông,19.36,28,9.3,3,5,4,5.7,Đường bê tông,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,17,3.05
Tây Hồ,5.72,104,9.0,6,8,3,10.4,Đường đất,1,1,1,1,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,20,47.5
Tây Hồ,5.84,45,9.1,4,8,1,7.9,Đường bê tông,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,29,15.48
Nam Từ Liêm,10.34,82,5.6,5,4,2,6.3,Đường nhựa,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,16,15.95
Hà Đông,19.37,46,4.6,2,3,1,1.5,Đường bê tông,0,0,0,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,27,4.16
Thanh Xuân,6.24,96,7.5,1,2,1,3.7,Đường đất,0,0,0,0,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,27,14.28
Thanh Xuân,6.54,40,8.8,3,1,1,6.5,Đường bê tông,1,0,1,0,Thấp,Bình thường,1,Không ngập,Nhà trống,Hay hỏng,24,5.9
Đống Đa,5.08,60,3.6,2,4,4,5.5,Đường bê tông,1,0,0,0,Cao,Tốt,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,5,13.91
Đống Đa,3.55,81,5.7,3,5,5,8.5,Đường nhựa,1,1,1,1,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,7,25.77
Bắc Từ Liêm,11.05,81,7.3,7,4,3,1.9,Đường bê tông,0,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,10,7.49
Hà Đông,13.75,52,6.5,3,1,2,6.7,Đường nhựa,1,1,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,21,7.64
Đống Đa,5.3,25,3.4,2,1,1,10.7,Đường bê tông,1,0,0,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,8,7.94
Thanh Xuân,8.21,85,9.6,6,12,5,4.8,Đường nhựa,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,26,20.35
Hoàng Mai,11.03,131,3.1,4,1,1,5.5,Đường bê tông,1,0,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Hay hỏng,28,21.34
Hai Bà Trưng,4.02,73,9.4,7,12,3,2.0,Đường bê tông,0,0,1,0,Thấp,Bình thường,1,Không ngập,Full cao cấp,Tốt,20,13.3
Long Biên,12.54,40,6.6,3,6,7,6.3,Đường nhựa,1,0,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Cơ bản,Hay hỏng,10,6.67
Thanh Xuân,7.49,29,5.1,2,3,4,8.3,Đường đất,1,0,0,1,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,25,6.83
Đống Đa,5.28,51,6.0,6,5,3,5.1,Đường nhựa,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Cơ bản,Tốt,24,12.96
Ba Đình,3.66,49,4.2,1,1,2,3.9,Đường nhựa,0,0,0,0,Trung bình,Bình thường,0,Ngập nhẹ,Cơ bản,Tốt,24,11.55
Thanh Xuân,7.17,67,8.3,5,1,2,2.8,Đường bê tông,0,0,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,27,11.06
Hoàng Mai,7.83,82,9.4,2,3,4,4.0,Đường nhựa,1,1,0,0,Cao,Bình thường,1,Không ngập,Nhà trống,Tốt,6,10.79
Bắc Từ Liêm,14.49,32,5.8,4,3,3,6.5,Đường nhựa,1,0,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,5,4.63
Nam Từ Liêm,13.76,55,5.5,1,2,1,11.0,Đường nhựa,1,1,0,1,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,18,9.43
Đống Đa,5.63,64,8.0,4,5,1,9.1,Đường nhựa,1,1,1,0,Trung bình,Rất tốt (VIP),0,Ngập nhẹ,Full cao cấp,Tốt,2,23.77
Hà Đông,17.65,97,4.5,4,3,4,4.2,Đường đất,1,0,1,0,Trung bình,Kém (Hay mất trộm),0,Ngập nhẹ,Đồ gỗ xịn,Hay hỏng,12,8.97
Nam Từ Liêm,14.01,25,5.9,7,6,6,6.1,Đường bê tông,1,0,1,0,Trung bình,Bình thường,0,Không ngập,Cơ bản,Hay hỏng,15,3.61
Hoàn Kiếm,1.41,76,8.1,7,14,11,10.4,Đường bê tông,1,1,1,1,Thấp,Bình thường,0,Không ngập,Full cao cấp,Tốt,2,56.56
Thanh Xuân,9.2,43,5.7,5,5,6,2.8,Đường bê tông,0,0,1,1,Thấp,Tốt,0,Không ngập,Cơ bản,Tốt,30,6.86
Hà Đông,13.68,85,4.8,5,5,5,3.2,Đường bê tông,0,0,1,1,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,16,11.72
Hai Bà Trưng,4.59,34,3.3,4,6,5,7.3,Đường bê tông,1,0,1,0,Cao,Bình thường,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,26,9.34
Nam Từ Liêm,12.95,124,4.2,7,6,7,4.4,Đường nhựa,1,0,1,1,Thấp,Kém (Hay mất trộm),0,Ngập sâu,Cơ bản,Tốt,25,18.13
Tây Hồ,6.42,55,7.6,6,7,8,2.5,Đường bê tông,0,0,1,1,Thấp,Bình thường,1,Không ngập,Đồ gỗ xịn,Tốt,0,12.37
Ba Đình,2.82,72,4.6,2,4,1,11.4,Đường đất,1,1,0,1,Cao,Kém (Hay mất trộm),0,Ngập sâu,Nhà trống,Tốt,6,24.59
Hà Đông,14.7,53,9.6,6,10,3,6.5,Đường đất,1,1,1,1,Trung bình,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,22,6.72
Hoàng Mai,10.78,74,7.5,7,7,8,4.9,Đường nhựa,1,1,1,0,Cao,Bình thường,0,Không ngập,Nhà trống,Tốt,4,12.12
Thanh Xuân,8.4,52,9.7,7,5,5,10.7,Đường nhựa,1,1,1,0,Cao,Rất tốt (VIP),0,Ngập sâu,Cơ bản,Tốt,13,10.9
Cầu Giấy,6.4,81,6.1,3,5,2,2.8,Đường bê tông,0,0,1,1,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,13,19.88
Tây Hồ,4.39,109,6.6,8,3,2,8.7,Đường bê tông,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,13,42.63
Hai Bà Trưng,2.68,43,5.6,6,6,7,3.1,Đường bê tông,0,0,1,0,Cao,Tốt,0,Không ngập,Nhà trống,Tốt,22,9.67
Thanh Xuân,6.79,102,5.2,6,4,2,2.9,Đường bê tông,0,0,1,0,Cao,Tốt,1,Không ngập,Full cao cấp,Hay hỏng,21,13.0
Thanh Xuân,8.43,31,8.0,6,5,5,2.2,Đường bê tông,0,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,9,5.06
Hà Đông,17.78,49,9.5,6,7,2,4.1,Đường đất,1,1,1,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,20,5.32
Hoàng Mai,7.73,36,3.0,6,10,9,8.4,Đường đất,1,0,1,0,Trung bình,Tốt,0,Không ngập,Nhà trống,Tốt,8,4.98
Đống Đa,5.63,53,8.8,7,5,2,3.8,Đường đất,0,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,1,11.33
Hoàn Kiếm,0.25,104,4.5,5,7,2,5.6,Đường bê tông,1,0,1,1,Cao,Bình thường,0,Không ngập,Full cao cấp,Hay hỏng,20,74.35
Hai Bà Trưng,3.08,105,3.0,4,2,3,6.5,Đường đất,1,0,1,0,Cao,Bình thường,0,Ngập sâu,Nhà trống,Tốt,8,19.86
Bắc Từ Liêm,15.49,55,7.3,8,3,1,5.1,Đường nhựa,1,1,1,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,9,8.75
Ba Đình,3.85,79,6.1,7,6,5,3.2,Đường bê tông,0,0,1,0,Cao,Bình thường,0,Không ngập,Đồ gỗ xịn,Hay hỏng,18,18.81
Cầu Giấy,7.2,78,7.0,6,10,3,11.8,Đường đất,1,1,1,0,Cao,Tốt,0,Không ngập,Full cao cấp,Tốt,27,24.14
Đống Đa,4.61,33,8.4,5,2,1,7.5,Đường bê tông,1,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,24,10.69
Ba Đình,2.03,72,7.4,4,7,2,10.2,Đường bê tông,1,1,1,1,Thấp,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,15,31.45
Ba Đình,2.0,118,4.9,1,2,2,2.7,Đường bê tông,0,0,0,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,3,40.76
Ba Đình,4.14,97,4.6,5,1,1,9.0,Đường đất,1,1,1,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,15,42.87
Cầu Giấy,8.74,30,8.1,3,5,6,2.3,Đường bê tông,0,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,27,4.96
Long Biên,9.85,26,7.4,1,2,3,7.2,Đường nhựa,1,0,0,1,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,1,5.99
Thanh Xuân,9.21,54,7.7,7,3,1,5.4,Đường đất,1,1,1,0,Thấp,Kém (Hay mất trộm),1,Không ngập,Đồ gỗ xịn,Tốt,2,7.23
Hoàng Mai,5.96,49,5.5,4,2,3,9.1,Đường bê tông,1,1,1,0,Cao,Bình thường,0,Không ngập,Full cao cấp,Tốt,15,11.19
Cầu Giấy,6.15,53,8.6,6,3,4,6.0,Đường nhựa,1,1,1,0,Cao,Rất tốt (VIP),0,Ngập nhẹ,Đồ gỗ xịn,Tốt,29,17.09
