Quan_Huyen,Dac_diem_khu_vuc,Loai_dat,Loai_duong,Huong_nha,Phap_ly,Mat_do_dan_cu,An_ninh,Gan_Tien_ich,Gan_Giao_thong,Noi_that,Tinh_trang_Dien_Nuoc,Muc_do_xuong_cap,Khoang_cach_TT_km,Dien_tich_m2,Mat_tien_m,So_tang,So_phong_ngu,So_phong_tam,Do_rong_duong_m,Tuoi_nha_nam,O_to_vao,Co_Gara,Co_San_thuong,Gan_nghia_trang_bai_rac,Co_bi_ngap,Gia_ban_ty
Ứng Hòa,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông,Hợp đồng mua bán,Trung binh,Bình thường,Gần Công viên/Hồ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,36.19,168,7.3,3,2,3,8.4,11,1,1,1,0,0,2.39
Sóc Sơn,Gan lang nghe,Full tho cu,Duong nhua,Tây Nam,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,32.28,70,6.1,1,1,1,10.9,9,1,1,0,0,0,3.59
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần Bệnh viện,Xa phương tiện CC,Full nội thất cao cấp,Can sua chua,Xuong cap nhe,7.3,78,9.0,3,2,2,14.8,27,1,1,1,0,1,14.28
Thanh Oai,Khu dau gia,Full tho cu,Duong nhua,Nam,Vi bằng,Thap,Kém (Hay trộm cắp),Không gần gì,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,24.42,91,9.3,2,2,1,12.6,0,1,1,1,1,0,5.37
Long Biên,Gan KCN,Full tho cu,Duong nhua,Nam,Hợp đồng mua bán,Thap,Bình thường,Gần Bệnh viện,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,6.91,59,8.5,5,1,2,7.5,9,1,1,1,1,0,8.75
Thanh Oai,Khu dan cu,Full tho cu,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,27.33,58,3.7,1,2,1,5.1,4,1,0,0,0,0,3.55
Mỹ Đức,Trong lang xom,Full tho cu,Duong be tong,Tây,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,57.9,170,5.1,2,4,1,4.5,2,1,1,1,0,0,3.86
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Không gần gì,Gần Bến xe Bus,Cơ bản,On dinh,Binh thuong,7.29,86,3.5,3,3,2,7.0,24,1,0,1,0,0,28.470000000000006
Bắc Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Tây Nam,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,Can sua chua,Binh thuong,14.11,30,11.7,4,6,7,5.9,30,1,0,1,0,0,4.02
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông,Chờ sổ,Trung binh,Tốt,Gần trường học/Chợ,Gần Bến xe Bus,Full nội thất cao cấp,Hay hong,Xuong cap nhe,7.92,43,8.7,3,5,2,11.4,24,1,0,1,0,1,14.66
Gia Lâm,Khu dan cu,Full tho cu,Duong nhua,Tây Nam,Hợp đồng mua bán,Cao,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Full nội thất cao cấp,Can sua chua,Binh thuong,12.93,71,10.0,2,1,2,12.9,16,1,1,1,0,0,8.51
Sóc Sơn,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Tây Nam,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,35.43,141,13.9,3,3,3,10.7,0,1,1,1,0,0,5.33
Thanh Trì,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Đông,Vi bằng,Thap,Bình thường,Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,On dinh,Nat/Can dap di,13.42,66,7.2,3,4,3,7.3,19,1,1,1,0,0,3.06
Đan Phượng,Gan KCN,Full tho cu,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,On dinh,Binh thuong,18.09,69,8.7,4,8,7,8.3,16,1,1,1,0,0,5.44
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây,Vi bằng,Trung binh,Kém (Hay trộm cắp),Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,5.06,23,11.5,2,3,1,2.0,14,0,0,1,1,0,3.44
Hoài Đức,Khu dan cu,Full tho cu,Duong nhua,Đông Bắc,Chờ sổ,Cao,Tốt,Gần Bệnh viện,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,21.16,130,9.8,2,4,1,11.4,7,1,1,1,0,0,15.27
Long Biên,Khu dau gia,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,Hay hong,Binh thuong,11.62,89,3.6,3,4,1,9.0,29,1,0,1,0,0,13.45
Long Biên,Khu dau gia,Full tho cu,Duong be tong,Tây Nam,Chờ sổ,Thap,Bình thường,Không gần gì,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,5.79,30,9.3,1,2,3,3.0,9,0,0,0,0,0,6.45
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông,Vi bằng,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Bến xe Bus,Cơ bản,On dinh,Nat/Can dap di,6.59,34,4.3,8,11,3,12.2,17,1,0,1,0,0,8.29
Thanh Oai,Khu dan cu,Full tho cu,Duong nhua,Tây Nam,Vi bằng,Cao,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Bến xe Bus,Cơ bản,On dinh,Xuong cap nhe,28.05,71,11.9,3,6,6,12.6,18,1,1,1,0,1,4.07
Gia Lâm,Gan KCN,Full tho cu,Duong be tong,Đông Nam,Vi bằng,Thap,Tốt,Gần trường học/Chợ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Binh thuong,15.87,62,9.1,5,2,3,4.6,26,1,1,1,0,0,6.29
Thanh Oai,Khu dan cu,Full tho cu,Duong nhua,Đông Bắc,Hợp đồng mua bán,Thap,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,27.19,76,11.8,5,8,3,8.2,13,1,1,1,0,0,5.58
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Metro (Tàu điện),Cơ bản,Hay hong,Nat/Can dap di,9.75,43,7.3,5,2,3,5.9,17,1,0,1,1,0,4.73
Mê Linh,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây Nam,Hợp đồng mua bán,Thap,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Metro (Tàu điện),Cơ bản,Can sua chua,Binh thuong,28.85,40,10.9,3,5,5,8.5,27,1,0,1,0,1,1.11
Sóc Sơn,Trong lang xom,Full tho cu,Duong nhua,Đông,Hợp đồng mua bán,Thap,Bình thường,Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Xuong cap nhe,38.04,139,10.2,1,1,2,5.5,21,1,1,0,0,0,6.93
Đông Anh,Gan KCN,Full tho cu,Duong nhua,Bắc,Vi bằng,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,On dinh,Binh thuong,14.79,162,6.6,3,5,3,13.2,27,1,1,1,0,1,16.29
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông,Chờ sổ,Cao,Tốt,Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,On dinh,Binh thuong,2.53,76,10.7,6,7,4,2.0,29,0,0,1,0,0,25.44
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong be tong,Bắc,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,10.2,60,9.4,6,6,2,3.3,7,0,0,1,0,0,7.73
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông Nam,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Bệnh viện,Gần Bến xe Bus,Cơ bản,Can sua chua,Nat/Can dap di,4.61,46,9.5,7,5,6,2.1,29,0,0,1,0,0,9.3
Bắc Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,15.14,60,3.4,3,2,3,8.7,11,1,0,1,0,0,7.87
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Full nội thất cao cấp,Hay hong,Xuong cap nhe,3.58,80,3.2,5,7,1,7.5,19,1,0,1,0,1,21.07
Hoài Đức,Khu dau gia,Full tho cu,Duong nhua,Nam,Chờ sổ,Trung binh,Tốt,Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,24.29,85,11.5,3,5,1,10.3,4,1,1,1,0,0,9.79
Hà Đông,Khu dan cu,Full tho cu,Duong nhua,Đông,Vi bằng,Thap,Bình thường,Gần trường học/Chợ,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,13.27,107,4.6,3,1,2,9.5,13,1,1,1,0,0,17.32
Ứng Hòa,Mat duong Quoc lo,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,49.72,90,11.5,2,1,1,11.4,5,1,1,1,0,1,2.6
Hà Đông,Khu dan cu,Full tho cu,Duong nhua,Đông,Vi bằng,Cao,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Nat/Can dap di,16.38,106,5.9,5,8,4,7.6,19,1,1,1,0,0,11.26
Đan Phượng,Gan KCN,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Chờ sổ,Cao,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Nat/Can dap di,22.08,59,3.8,4,1,1,11.6,23,1,0,1,0,0,1.98
Nam Từ Liêm,Gan KCN,Full tho cu,Duong be tong,Đông Bắc,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,Can sua chua,Xuong cap nhe,10.24,80,4.7,1,1,2,3.8,27,1,1,0,0,0,11.17
Gia Lâm,Khu dan cu,Full tho cu,Duong be tong,Tây,Hợp đồng mua bán,Trung binh,Kém (Hay trộm cắp),Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,12.98,30,6.5,1,2,1,4.8,3,1,0,0,1,0,2.59
Sóc Sơn,Trong lang xom,Full tho cu,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Nhà trống,On dinh,Binh thuong,36.29,101,13.6,1,1,1,10.5,16,1,1,0,0,0,4.29
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,3.06,54,8.2,4,3,1,14.3,0,1,1,1,0,0,19.39
Thạch Thất,Mat duong Quoc lo,Full tho cu,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,26.13,127,10.5,2,4,2,10.5,15,1,1,1,1,0,8.82
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông,Chờ sổ,Trung binh,Bình thường,Không gần gì,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,8.67,88,6.6,2,1,1,6.1,9,1,1,1,0,0,28.470000000000006
Thường Tín,Trong lang xom,Full tho cu,Duong nhua,Bắc,Chờ sổ,Cao,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,23.25,90,11.8,2,2,3,12.6,5,1,1,1,1,0,2.66
Đông Anh,Khu dau gia,Full tho cu,Duong be tong,Tây Nam,Sổ đỏ/Sổ hồng,Thap,Tốt,Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,23.6,30,11.8,4,7,2,2.8,8,0,0,1,0,0,2.91
Hoài Đức,Khu dan cu,Full tho cu,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Trung binh,Tốt,Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,20.67,53,8.7,2,4,4,5.8,13,1,1,1,0,1,4.35
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông Bắc,Vi bằng,Cao,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,6.47,38,11.5,5,9,10,4.7,8,1,0,1,0,0,16.41
Sơn Tây,Trong lang xom,Full tho cu,Duong nhua,Đông Nam,Hợp đồng mua bán,Trung binh,Bình thường,Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,37.53,40,9.8,3,2,3,7.5,2,1,0,1,0,1,1.42
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong be tong,Bắc,Hợp đồng mua bán,Cao,Rất tốt (Khu VIP),Không gần gì,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Xuong cap nhe,8.62,52,11.2,2,3,4,4.1,19,1,1,1,0,1,12.52
Thanh Oai,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Chờ sổ,Trung binh,Bình thường,Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,23.67,46,11.6,5,6,6,14.5,13,1,0,1,1,1,1.01
Hà Đông,Khu dan cu,Full tho cu,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Bệnh viện,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,13.68,116,5.5,3,5,2,8.7,13,1,1,1,1,0,13.11
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Vi bằng,Thap,Tốt,Gần Công viên/Hồ,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,3.0,30,11.5,6,5,6,10.7,5,1,0,1,0,0,10.23
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Vi bằng,Thap,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,7.91,67,7.5,4,8,1,11.7,24,1,1,1,0,0,18.03
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong be tong,Đông Bắc,Chờ sổ,Thap,Tốt,Gần Bệnh viện,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,14.1,91,3.3,2,1,2,2.8,3,0,0,1,0,0,12.95
Mỹ Đức,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Trung binh,Tốt,Gần Bệnh viện,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,46.21,61,7.2,2,2,3,13.5,0,1,1,1,0,0,0.65
Ứng Hòa,Trong lang xom,Full tho cu,Duong nhua,Đông Nam,Hợp đồng mua bán,Trung binh,Tốt,Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,On dinh,Binh thuong,49.66,154,10.4,3,5,4,11.6,25,1,1,1,0,0,3.76
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Xuong cap nhe,2.31,85,11.8,4,7,6,13.3,21,1,1,1,0,0,28.470000000000006
Thạch Thất,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Nam,Chờ sổ,Trung binh,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,30.23,201,11.4,2,3,2,12.6,0,1,1,1,1,1,6.55
Phúc Thọ,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Trung binh,Tốt,Gần Bệnh viện,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,38.32,83,5.6,3,3,3,11.5,12,1,1,1,0,1,1.62
Đan Phượng,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Bến xe Bus,Nhà trống,On dinh,Xuong cap nhe,24.83,83,10.1,4,3,3,5.3,17,1,1,1,0,1,4.11
Mỹ Đức,Gan lang nghe,Full tho cu,Duong nhua,Tây Bắc,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Xuong cap nhe,43.47,206,12.1,2,2,1,10.4,17,1,1,1,0,0,4.18
Ba Vì,Gan lang nghe,Full tho cu,Duong nhua,Đông Nam,Vi bằng,Trung binh,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,On dinh,Xuong cap nhe,69.99,90,6.7,3,1,2,14.2,25,1,1,1,0,0,2.55
Nam Từ Liêm,Khu dau gia,Full tho cu,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,12.58,69,10.0,3,3,3,7.4,5,1,1,1,0,0,15.3
Thanh Oai,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Chờ sổ,Thap,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Xuong cap nhe,25.91,78,4.5,1,1,1,11.5,27,1,1,0,0,0,3.27
Thanh Trì,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Nam,Chờ sổ,Thap,Tốt,Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,15.35,86,3.4,4,2,1,14.3,9,1,0,1,1,1,3.31
Gia Lâm,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Tây,Vi bằng,Cao,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,15.61,132,5.2,2,1,1,9.0,12,1,1,1,0,0,10.78
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây Bắc,Sổ đỏ/Sổ hồng,Thap,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,3.87,28,3.8,6,8,7,2.4,14,0,0,1,0,0,5.85
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Cơ bản,On dinh,Nat/Can dap di,5.8,55,4.0,4,4,4,9.1,23,1,0,1,0,0,16.92
Ứng Hòa,Trong lang xom,Tho cu + Dat vuon,Duong be tong,Tây Nam,Sổ đỏ/Sổ hồng,Trung binh,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,Can sua chua,Nat/Can dap di,46.87,53,11.1,3,4,1,3.7,30,1,1,1,0,0,0.68
Bắc Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Nam,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,On dinh,Nat/Can dap di,11.46,64,3.6,3,6,5,9.9,23,1,0,1,0,0,5.88
Đan Phượng,Khu dan cu,Full tho cu,Duong be tong,Nam,Sổ đỏ/Sổ hồng,Trung binh,Tốt,Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Xuong cap nhe,24.96,66,5.2,4,6,2,4.7,21,1,1,1,0,0,6.63
Thạch Thất,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Tây,Chờ sổ,Trung binh,Rất tốt (Khu VIP),Gần trường học/Chợ,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,26.36,146,10.0,3,5,6,9.2,9,1,1,1,0,0,8.44
Sơn Tây,Gan lang nghe,Full tho cu,Duong be tong,Tây Nam,Vi bằng,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,47.97,168,11.4,1,1,2,4.5,10,1,1,0,0,0,7.73
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Bắc,Hợp đồng mua bán,Trung binh,Bình thường,Gần trường học/Chợ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,7.23,127,8.0,4,3,4,7.6,12,1,1,1,0,0,28.470000000000006
Chương Mỹ,Mat duong Quoc lo,Full tho cu,Duong dat,Đông Nam,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,28.95,165,12.6,3,4,2,2.3,10,0,0,1,0,0,4.73
Thường Tín,Gan lang nghe,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Cao,Bình thường,Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,26.26,142,13.7,3,5,6,9.7,3,1,1,1,0,0,6.05
Ba Vì,Trong lang xom,Full tho cu,Duong be tong,Đông Nam,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Không gần gì,Xa phương tiện CC,Cơ bản,Hay hong,Xuong cap nhe,45.66,109,7.8,1,2,3,4.7,26,1,1,0,0,0,2.55
Phú Xuyên,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Nam,Hợp đồng mua bán,Thap,Bình thường,Không gần gì,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Nat/Can dap di,31.12,211,8.9,1,1,2,12.2,28,1,1,0,0,0,2.86
Chương Mỹ,Trong lang xom,Full tho cu,Duong nhua,Nam,Vi bằng,Thap,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,29.85,141,11.0,3,5,6,6.1,5,1,1,1,0,0,4.98
Ứng Hòa,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Vi bằng,Thap,Tốt,Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Xuong cap nhe,47.59,152,5.2,2,3,4,12.4,19,1,1,1,0,0,2.13
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Đông Bắc,Hợp đồng mua bán,Trung binh,Tốt,Gần Bệnh viện,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Xuong cap nhe,13.45,79,3.9,4,5,6,14.5,21,1,0,1,1,0,9.18
Gia Lâm,Khu dan cu,Full tho cu,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Trung binh,Tốt,Gần trường học/Chợ,Xa phương tiện CC,Nhà trống,On dinh,Binh thuong,15.55,90,9.6,5,9,6,13.5,28,1,1,1,0,0,10.4
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần Công viên/Hồ,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,6.02,44,9.9,8,8,2,10.9,10,1,0,1,0,0,16.65
Thạch Thất,Trong lang xom,Full tho cu,Duong nhua,Đông,Vi bằng,Thap,Tốt,Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,37.25,167,12.4,1,1,2,12.2,0,1,1,0,0,0,11.37
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Chờ sổ,Cao,Bình thường,Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,4.16,33,6.7,8,4,4,11.3,0,1,0,1,0,0,10.81
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông,Chờ sổ,Cao,Bình thường,Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,7.87,82,7.0,6,4,5,4.5,5,1,1,1,0,0,22.17
Long Biên,Khu dan cu,Tho cu + Dat vuon,Duong be tong,Đông,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Binh thuong,14.92,82,4.5,4,5,4,2.4,27,0,0,1,0,1,7.2
Mỹ Đức,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Bắc,Hợp đồng mua bán,Cao,Kém (Hay trộm cắp),Gần Bệnh viện,Xa phương tiện CC,Full nội thất cao cấp,Can sua chua,Xuong cap nhe,50.13,61,12.5,1,1,2,9.3,25,1,1,0,0,0,1.16
Sóc Sơn,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Tây Bắc,Chờ sổ,Trung binh,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Nội thất cũ nát,Hay hong,Nat/Can dap di,25.91,124,11.0,1,1,2,12.6,18,1,1,0,0,0,2.31
Thanh Oai,Gan KCN,Tho cu + Dat vuon,Duong nhua,Đông Nam,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,25.79,96,7.7,4,8,6,12.7,9,1,1,1,0,1,3.22
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Thap,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Binh thuong,8.31,72,11.0,4,5,5,14.0,25,1,1,1,0,0,20.2
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Hợp đồng mua bán,Thap,Rất tốt (Khu VIP),Gần Công viên/Hồ,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,4.23,64,9.5,3,1,2,8.2,5,1,1,1,0,0,28.47
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Hợp đồng mua bán,Cao,Rất tốt (Khu VIP),Gần trường học/Chợ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Binh thuong,8.91,32,3.0,6,6,1,10.5,17,1,0,1,0,0,5.72
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,14.73,89,8.2,4,4,4,11.2,11,1,1,1,0,0,14.95
